page_id,file_id,file_name,file_number,legal_xlm_roberta-0b561,legal_swiss_roberta-0b561,bloomz-7b1,legal_xlm_longformer-0b279,swiss_bert-0b110,mt0-13b,xlm_swiss_bert-0b110
1cdc9b41-a3e2-46ab-89cd-8ecdd6358ef9,967684,CH_BGer_001_1C-32-2019_2019-01-21,1C_32/2019,,,,,,, Austria
1cd3220b-6093-4353-ab35-4ada88566960,952376,CH_BGer_005_5A-19-2019_2020-02-18,5A_19/2019,,,  Bürger,,,,
1cd3220b-6093-4353-ab35-4ada88566960,952376,CH_BGer_005_5A-19-2019_2020-02-18,5A_19/2019,,,  Bürger,,,,
15a4e93e-1daa-4302-a1b8-01b79e1f80fc,1028165,CH_BGer_001_1F-7-2021_2021-03-16,1F_7/2021,,,,,,, Schweiz
15a4e93e-1daa-4302-a1b8-01b79e1f80fc,1028165,CH_BGer_001_1F-7-2021_2021-03-16,1F_7/2021,,,,,,, Schweiz
1e3ab009-9922-4d6c-99f9-ed43ceacd2d6,1020176,CH_BGer_006_6B-235-2021_2021-07-29,6B_235/2021,,,,, C M C M,,
00934280-2389-4009-b1d2-b0d40c540197,981263,CH_BGer_006_6B-671-2019_2019-08-21,6B_671/2019,,,,,,, A F a F
00934280-2389-4009-b1d2-b0d40c540197,981263,CH_BGer_006_6B-671-2019_2019-08-21,6B_671/2019,,,,,,, A F a F
14d0bb23-2abe-4246-9245-d371abda01ea,972176,CH_BGer_011_6B-429-2019_2019-07-09,6B_429/2019,,,,, F M F M,,
14d0bb23-2abe-4246-9245-d371abda01ea,972176,CH_BGer_011_6B-429-2019_2019-07-09,6B_429/2019,,,,, F M F M,,
1448c2ee-29dd-4976-95da-e33261c78aca,1087451,CH_BGer_009_9C-356-2020_2021-05-06,9C_356/2020,,,,, a A a A,,
1448c2ee-29dd-4976-95da-e33261c78aca,1087451,CH_BGer_009_9C-356-2020_2021-05-06,9C_356/2020,,,,, a A a A,,
1736657a-95c8-4e8d-9377-11bc55d308e8,1013117,CH_BGer_005_5A-530-2021_2021-07-13,5A_530/2021,,,,, c b,, A a
18eb8af7-6b5b-4828-aeaa-41120ec9c4c7,967246,CH_BGer_001_1B-419-2021_2021-08-13,1B_419/2021,,,,, a A,,
18eb8af7-6b5b-4828-aeaa-41120ec9c4c7,967246,CH_BGer_001_1B-419-2021_2021-08-13,1B_419/2021,,,,, a A,,
004adb30-d70b-4a23-ac9c-62ffb923cdd5,1072214,CH_BGer_006_6B-598-2021_2021-06-30,6B_598/2021,, ax,,,,, Kiss
004adb30-d70b-4a23-ac9c-62ffb923cdd5,1072214,CH_BGer_006_6B-598-2021_2021-06-30,6B_598/2021,, ax,,,,, Kiss
1c01bca8-cc29-4c83-b0a2-e3dbcf1489aa,993380,CH_BGer_005_5A-654-2019_2020-05-14,5A_654/2019,,,  Martin,,,,
1c01bca8-cc29-4c83-b0a2-e3dbcf1489aa,993380,CH_BGer_005_5A-654-2019_2020-05-14,5A_654/2019,,,  Martin,,,,
1c01bca8-cc29-4c83-b0a2-e3dbcf1489aa,993380,CH_BGer_005_5A-654-2019_2020-05-14,5A_654/2019,,,  Martin,,,,
1c01bca8-cc29-4c83-b0a2-e3dbcf1489aa,993380,CH_BGer_005_5A-654-2019_2020-05-14,5A_654/2019,,,  Martin,,,,
1be511cf-2de6-4589-9291-1dfa48cafdd4,1059346,CH_BGer_002_2C-920-2018_2019-05-28,2C_920/2018,,,  Aubert,,,,
1be511cf-2de6-4589-9291-1dfa48cafdd4,1059346,CH_BGer_002_2C-920-2018_2019-05-28,2C_920/2018,,,  Aubert,,,,
1be511cf-2de6-4589-9291-1dfa48cafdd4,1059346,CH_BGer_002_2C-920-2018_2019-05-28,2C_920/2018,,,  Aubert,,,,
1be511cf-2de6-4589-9291-1dfa48cafdd4,1059346,CH_BGer_002_2C-920-2018_2019-05-28,2C_920/2018,,,  Aubert,,,,
84115b93-ac9b-42dc-9b0e-537dfa5df752,971673,CH_BGer_005_5F-24-2020_2020-11-23,5F_24/2020,,,,,,, A a A B
25ea6c86-523f-4576-994b-9e0b562d6068,984043,CH_BGer_005_5A-581-2021_2021-07-16,5A_581/2021,,,,, B b,, A B
87060bf1-a487-4ec8-9848-5077940c8bac,959209,CH_BGer_009_9C-380-2019_2019-09-25,9C_380/2019,,,  Günter,,,,
27b6ee7a-9587-4561-a7ad-6b2bf7a03cb7,978573,CH_BGer_001_1B-647-2021_2021-12-09,1B_647/2021,,,,, a A a A,,
27b6ee7a-9587-4561-a7ad-6b2bf7a03cb7,978573,CH_BGer_001_1B-647-2021_2021-12-09,1B_647/2021,,,,, a A a A,,
2839bc4f-dcc1-40ee-9bdb-ec6c9083dfa7,1055714,CH_BGer_002_2C-463-2020_2020-11-10,2C_463/2020,,,,,,, A R M P
8191c551-ce0a-4223-955b-cdc8da941ca3,993016,CH_BGer_006_6B-152-2020_2020-04-01,6B_152/2020,,,  Maxime,,,,
81ab343d-768e-4d23-86ca-dffe1614b407,1073810,CH_BGer_006_6B-883-2020_2021-04-15,6B_883/2020,,,  Greffe,,,,
273c9310-7696-4038-a52e-515f2ec1801d,1079794,CH_BGer_004_4A-588-2020_2020-11-23,4A_588/2020,,,,,,, Richter
273c9310-7696-4038-a52e-515f2ec1801d,1079794,CH_BGer_004_4A-588-2020_2020-11-23,4A_588/2020,,,,,,, Richter
13580d40-3590-42c7-968f-2676d77af0db,994565,CH_BGer_004_4A-591-2021_2022-02-18,4A_591/2021,,,,,,, A b B b
13580d40-3590-42c7-968f-2676d77af0db,994565,CH_BGer_004_4A-591-2021_2022-02-18,4A_591/2021,,,,,,, A b B b
00a58f9b-8040-4b66-b5d5-ca2859baf8d8,1029906,CH_BGer_005_5F-20-2020_2020-12-08,5F_20/2020,,,  Escher,,,,
00a58f9b-8040-4b66-b5d5-ca2859baf8d8,1029906,CH_BGer_005_5F-20-2020_2020-12-08,5F_20/2020,,,  Escher,,,,
00a58f9b-8040-4b66-b5d5-ca2859baf8d8,1029906,CH_BGer_005_5F-20-2020_2020-12-08,5F_20/2020,,,  Escher,,,,
00a58f9b-8040-4b66-b5d5-ca2859baf8d8,1029906,CH_BGer_005_5F-20-2020_2020-12-08,5F_20/2020,,,  Escher,,,,
00a58f9b-8040-4b66-b5d5-ca2859baf8d8,1029906,CH_BGer_005_5F-20-2020_2020-12-08,5F_20/2020,,,  Escher,,,,
00a58f9b-8040-4b66-b5d5-ca2859baf8d8,1029906,CH_BGer_005_5F-20-2020_2020-12-08,5F_20/2020,,,  Escher,,,,
00a58f9b-8040-4b66-b5d5-ca2859baf8d8,1029906,CH_BGer_005_5F-20-2020_2020-12-08,5F_20/2020,,,  Escher,,,,
00a58f9b-8040-4b66-b5d5-ca2859baf8d8,1029906,CH_BGer_005_5F-20-2020_2020-12-08,5F_20/2020,,,  Escher,,,,
00a58f9b-8040-4b66-b5d5-ca2859baf8d8,1029906,CH_BGer_005_5F-20-2020_2020-12-08,5F_20/2020,,,  Escher,,,,
21556326-e004-4eb9-b183-7845d7a7c7c1,1091767,CH_BGer_002_2C-690-2020_2020-11-03,2C_690/2020,,,,, F A D E,,
21556326-e004-4eb9-b183-7845d7a7c7c1,1091767,CH_BGer_002_2C-690-2020_2020-11-03,2C_690/2020,,,,, F A D E,,
24194101-5010-42ce-bb49-a74289f1023b,1079667,CH_BGer_004_4A-213-2018_2019-02-04,4A_213/2018,,,,,,, B C S B
123a20cc-c698-41a7-a626-85eacf76effd,1069369,CH_BGer_005_5A-965-2020_2021-01-11,5A_965/2020, b c,,,,,,
123a20cc-c698-41a7-a626-85eacf76effd,1069369,CH_BGer_005_5A-965-2020_2021-01-11,5A_965/2020, b c,,,,,,
123a20cc-c698-41a7-a626-85eacf76effd,1069369,CH_BGer_005_5A-965-2020_2021-01-11,5A_965/2020, b c,,,,,,
123a20cc-c698-41a7-a626-85eacf76effd,1069369,CH_BGer_005_5A-965-2020_2021-01-11,5A_965/2020, b c,,,,,,
56cb3147-ca14-40ed-883f-d7791585dfe5,1102124,CH_BGer_005_5A-748-2021_2022-04-05,5A_748/2021,,,,,,, Allianz
081892c0-df35-4dae-a2b0-a78d1815f91d,1086763,CH_BGer_002_2C-321-2022_2022-05-06,2C_321/2022,,,  Aubert,,,,
081892c0-df35-4dae-a2b0-a78d1815f91d,1086763,CH_BGer_002_2C-321-2022_2022-05-06,2C_321/2022,,,  Aubert,,,,
081892c0-df35-4dae-a2b0-a78d1815f91d,1086763,CH_BGer_002_2C-321-2022_2022-05-06,2C_321/2022,,,  Aubert,,,,
081892c0-df35-4dae-a2b0-a78d1815f91d,1086763,CH_BGer_002_2C-321-2022_2022-05-06,2C_321/2022,,,  Aubert,,,,
41f7bfdd-5daa-429d-acf6-b3cd2103a317,1093100,CH_BGer_002_2C-1063-2018_2019-02-15,2C_1063/2018,,,,, C A C M,,
41f7bfdd-5daa-429d-acf6-b3cd2103a317,1093100,CH_BGer_002_2C-1063-2018_2019-02-15,2C_1063/2018,,,,, C A C M,,
081892c0-df35-4dae-a2b0-a78d1815f91d,1086763,CH_BGer_002_2C-321-2022_2022-05-06,2C_321/2022,,,  Aubert,,,,
081892c0-df35-4dae-a2b0-a78d1815f91d,1086763,CH_BGer_002_2C-321-2022_2022-05-06,2C_321/2022,,,  Aubert,,,,
081892c0-df35-4dae-a2b0-a78d1815f91d,1086763,CH_BGer_002_2C-321-2022_2022-05-06,2C_321/2022,,,  Aubert,,,,
081892c0-df35-4dae-a2b0-a78d1815f91d,1086763,CH_BGer_002_2C-321-2022_2022-05-06,2C_321/2022,,,  Aubert,,,,
081892c0-df35-4dae-a2b0-a78d1815f91d,1086763,CH_BGer_002_2C-321-2022_2022-05-06,2C_321/2022,,,  Aubert,,,,
5428f62f-442c-4fec-890c-b8eaf81816be,1032424,CH_BGer_005_5A-250-2019_2019-03-27,5A_250/2019,,,,, a A a A,,
53f95917-15c0-48d4-aae5-0d240f593e84,1098025,CH_BGer_006_6B-467-2020_2020-06-12,6B_467/2020,,,,,,, Siemens
440f96fc-4dd5-40a7-be5e-f3bf31af552c,1092847,CH_BGer_008_8C-175-2020_2020-09-22,8C_175/2020,,,  Suisse,,,,
440f96fc-4dd5-40a7-be5e-f3bf31af552c,1092847,CH_BGer_008_8C-175-2020_2020-09-22,8C_175/2020,,,  Suisse,,,,
440f96fc-4dd5-40a7-be5e-f3bf31af552c,1092847,CH_BGer_008_8C-175-2020_2020-09-22,8C_175/2020,,,  Suisse,,,,
440f96fc-4dd5-40a7-be5e-f3bf31af552c,1092847,CH_BGer_008_8C-175-2020_2020-09-22,8C_175/2020,,,  Suisse,,,,
58f7bf3c-ac7f-468e-a533-8749c00cfadb,983948,CH_BGer_006_6B-537-2021_2021-08-04,6B_537/2021,,,,,,, Richter
3e0739ba-711c-463d-8ea8-825df77a539e,1013980,CH_BGer_002_2C-335-2021_2021-05-05,2C_335/2021,,,,,,, A B M E
3e0739ba-711c-463d-8ea8-825df77a539e,1013980,CH_BGer_002_2C-335-2021_2021-05-05,2C_335/2021,,,,,,, A B M E
3d476e70-037a-412d-bc61-0eb885e1c3c0,1088982,CH_BGer_004_4D-58-2020_2020-11-23,4D_58/2020,,,,, C M C M,,
086e843f-913c-44ad-82b9-a39b039e6f04,1005025,CH_BGer_011_6B-185-2020_2020-05-11,6B_185/2020,,,  Dennys,,,,
086e843f-913c-44ad-82b9-a39b039e6f04,1005025,CH_BGer_011_6B-185-2020_2020-05-11,6B_185/2020,,,  Dennys,,,,
086e843f-913c-44ad-82b9-a39b039e6f04,1005025,CH_BGer_011_6B-185-2020_2020-05-11,6B_185/2020,,,  Dennys,,,,
086e843f-913c-44ad-82b9-a39b039e6f04,1005025,CH_BGer_011_6B-185-2020_2020-05-11,6B_185/2020,,,  Dennys,,,,
086e843f-913c-44ad-82b9-a39b039e6f04,1005025,CH_BGer_011_6B-185-2020_2020-05-11,6B_185/2020,,,  Dennys,,,,
086e843f-913c-44ad-82b9-a39b039e6f04,1005025,CH_BGer_011_6B-185-2020_2020-05-11,6B_185/2020,,,  Dennys,,,,
086e843f-913c-44ad-82b9-a39b039e6f04,1005025,CH_BGer_011_6B-185-2020_2020-05-11,6B_185/2020,,,  Dennys,,,,
086e843f-913c-44ad-82b9-a39b039e6f04,1005025,CH_BGer_011_6B-185-2020_2020-05-11,6B_185/2020,,,  Dennys,,,,
086e843f-913c-44ad-82b9-a39b039e6f04,1005025,CH_BGer_011_6B-185-2020_2020-05-11,6B_185/2020,,,  Dennys,,,,
4054f28c-24b7-4b32-b5cd-0e790dec906b,1056089,CH_BGer_002_2C-399-2020_2020-12-28,2C_399/2020, holding,,,,,,
4054f28c-24b7-4b32-b5cd-0e790dec906b,1056089,CH_BGer_002_2C-399-2020_2020-12-28,2C_399/2020, holding,,,,,,
4054f28c-24b7-4b32-b5cd-0e790dec906b,1056089,CH_BGer_002_2C-399-2020_2020-12-28,2C_399/2020, holding,,,,,,
4054f28c-24b7-4b32-b5cd-0e790dec906b,1056089,CH_BGer_002_2C-399-2020_2020-12-28,2C_399/2020, holding,,,,,,
0898ae5c-4c45-43d4-b0e6-d042450e08b7,1057352,CH_BGer_009_9C-57-2022_2022-02-23,9C_57/2022,,,,,,, A B H B
58688a12-5959-4a2f-a4b7-79939b5f0552,969058,CH_BGer_004_4D-45-2020_2020-09-03,4D_45/2020,,,,,,, Energie
0898ae5c-4c45-43d4-b0e6-d042450e08b7,1057352,CH_BGer_009_9C-57-2022_2022-02-23,9C_57/2022,,,,,,, A B H B
0898ae5c-4c45-43d4-b0e6-d042450e08b7,1057352,CH_BGer_009_9C-57-2022_2022-02-23,9C_57/2022,,,,,,, A B H B
57b88808-a672-4719-9998-a9907b7598f6,1025979,CH_BGer_001_1C-189-2018_2019-02-06,1C_189/2018, aa,,,,,, Vita
05a5e13b-a5e7-4a8e-9454-49529a20b28a,1027294,CH_BGer_001_1C-58-2022_2022-03-14,1C_58/2022,,,,,,, B C A B
05a5e13b-a5e7-4a8e-9454-49529a20b28a,1027294,CH_BGer_001_1C-58-2022_2022-03-14,1C_58/2022,,,,,,, B C A B
05a5e13b-a5e7-4a8e-9454-49529a20b28a,1027294,CH_BGer_001_1C-58-2022_2022-03-14,1C_58/2022,,,,,,, B C A B
46ea4f4d-f12c-46f4-a0e6-67f8d8f430d0,1068830,CH_BGer_001_1C-433-2019_2019-09-02,1C_433/2019,,,  Masood,,,,
46ea4f4d-f12c-46f4-a0e6-67f8d8f430d0,1068830,CH_BGer_001_1C-433-2019_2019-09-02,1C_433/2019,,,  Masood,,,,
46ea4f4d-f12c-46f4-a0e6-67f8d8f430d0,1068830,CH_BGer_001_1C-433-2019_2019-09-02,1C_433/2019,,,  Masood,,,,
46ea4f4d-f12c-46f4-a0e6-67f8d8f430d0,1068830,CH_BGer_001_1C-433-2019_2019-09-02,1C_433/2019,,,  Masood,,,,
47a4e559-a2ad-4a01-873e-7e1423aa542f,1063671,CH_BGer_005_5A-108-2019_2019-02-06,5A_108/2019,,,,,,, A B A a
47a4e559-a2ad-4a01-873e-7e1423aa542f,1063671,CH_BGer_005_5A-108-2019_2019-02-06,5A_108/2019,,,,,,, A B A a
5e96774d-98f4-4f51-9243-bc8eea6166d3,1024197,CH_BGer_006_6B-742-2020_2020-11-19,6B_742/2020,,,,,,, A a A a
5e0e0111-d54e-4a75-89d3-13d6049fc975,995705,CH_BGer_002_2C-61-2022_2022-01-31,2C_61/2022,,,,,,, Allianz
5e01a9d7-746c-41c5-87de-35a89ed35565,1045587,CH_BGer_004_4A-589-2021_2022-01-10,4A_589/2021,, mme,,,,,
09a8b6a4-9cdf-46eb-b6c4-5a483b5f625a,996396,CH_BGer_001_1C-197-2021_2021-11-12,1C_197/2021,,,  Suisse,,,,
09a8b6a4-9cdf-46eb-b6c4-5a483b5f625a,996396,CH_BGer_001_1C-197-2021_2021-11-12,1C_197/2021,,,  Suisse,,,,
09a8b6a4-9cdf-46eb-b6c4-5a483b5f625a,996396,CH_BGer_001_1C-197-2021_2021-11-12,1C_197/2021,,,  Suisse,,,,
09a8b6a4-9cdf-46eb-b6c4-5a483b5f625a,996396,CH_BGer_001_1C-197-2021_2021-11-12,1C_197/2021,,,  Suisse,,,,
5d5a1826-d5b0-4c3f-8da9-b2f22a3374e2,1084636,CH_BGer_001_1B-581-2020_2020-11-26,1B_581/2020,,,,,,, AG GmbH
5d28bcb4-288b-4597-a213-8bcc8f906577,1111396,CH_BGer_009_9C-504-2021_2021-10-04,9C_504/2021,,,,, a A a A,,
0a47078f-7044-4477-8f4e-b007d144b2ce,1096190,CH_BGer_005_5D-270-2020_2020-11-06,5D_270/2020,,,,,,, Siemens
0a47078f-7044-4477-8f4e-b007d144b2ce,1096190,CH_BGer_005_5D-270-2020_2020-11-06,5D_270/2020,,,,,,, Siemens
0a454822-11f4-45e7-9df7-373bb6cf1fbe,1024008,CH_BGer_004_4A-249-2020_2020-08-07,4A_249/2020,,,,, c b c b,,
0a454822-11f4-45e7-9df7-373bb6cf1fbe,1024008,CH_BGer_004_4A-249-2020_2020-08-07,4A_249/2020,,,,, c b c b,,
0a454822-11f4-45e7-9df7-373bb6cf1fbe,1024008,CH_BGer_004_4A-249-2020_2020-08-07,4A_249/2020,,,,, c b c b,,
0a47078f-7044-4477-8f4e-b007d144b2ce,1096190,CH_BGer_005_5D-270-2020_2020-11-06,5D_270/2020,,,,,,, Siemens
09a8b6a4-9cdf-46eb-b6c4-5a483b5f625a,996396,CH_BGer_001_1C-197-2021_2021-11-12,1C_197/2021,,,  Suisse,,,,
5fd61354-c577-4efd-9066-60b4553c5682,985571,CH_BGer_006_6B-535-2020_2020-07-06,6B_535/2020,, c a c a,,,,,
09a8b6a4-9cdf-46eb-b6c4-5a483b5f625a,996396,CH_BGer_001_1C-197-2021_2021-11-12,1C_197/2021,,,  Suisse,,,,
09c8bfcc-6464-4d09-8206-c96719334a93,1007872,CH_BGer_008_8C-9-2021_2021-03-01,8C_9/2021,,,,, B C C M,,
09c8bfcc-6464-4d09-8206-c96719334a93,1007872,CH_BGer_008_8C-9-2021_2021-03-01,8C_9/2021,,,,, B C C M,,
09c8bfcc-6464-4d09-8206-c96719334a93,1007872,CH_BGer_008_8C-9-2021_2021-03-01,8C_9/2021,,,,, B C C M,,
60651e6c-7822-49de-b6e4-b2122dc22a3c,967929,CH_BGer_004_4A-403-2018_2019-03-11,4A_403/2018,,,  Bürger,,,,
09d32537-e98d-46a2-9a63-6ad15776b534,983825,CH_BGer_006_6B-13-2020_2020-01-29,6B_13/2020,,,  denys,,,,
09d32537-e98d-46a2-9a63-6ad15776b534,983825,CH_BGer_006_6B-13-2020_2020-01-29,6B_13/2020,,,  denys,,,,
1e3ab009-9922-4d6c-99f9-ed43ceacd2d6,1020176,CH_BGer_006_6B-235-2021_2021-07-29,6B_235/2021,,,,,,, Bau BB
85f765f0-2920-49c6-8a7d-6bdc37d3922a,1008585,CH_BGer_001_1B-670-2021_2021-12-22,1B_670/2021,,,,,,, Mutter
30b632ec-fe51-4f32-ad65-c9123d17fc6b,1030654,CH_BGer_006_6B-331-2021_2021-04-19,6B_331/2021,,,  denys,,,,
45391b33-cf94-4e32-9bbe-3fe9230cb410,1068657,CH_BGer_001_1C-481-2018_2020-05-20,1C_481/2018,,,,, Halter,,
07302410-0563-404f-9eda-f77ff443d517,1034013,CH_BGer_011_6B-1099-2018_2019-01-29,6B_1099/2018,,,  denys,,,,
07302410-0563-404f-9eda-f77ff443d517,1034013,CH_BGer_011_6B-1099-2018_2019-01-29,6B_1099/2018,,,  denys,,,,
23f146a4-0bea-45fd-a282-9603664968cc,971852,CH_BGer_002_2C-575-2021_2021-07-19,2C_575/2021,,,,, Zürich,,
30b632ec-fe51-4f32-ad65-c9123d17fc6b,1030654,CH_BGer_006_6B-331-2021_2021-04-19,6B_331/2021,,,  denys,,,,
14df8696-bb87-4fc0-a872-c36019d80530,1105645,CH_BGer_009_9C-3-2022_2022-03-17,9C_3/2022, aa, c b,,,,,
24068acd-f19f-4bee-bf3c-7f00c81213c1,964744,CH_BGer_006_6B-1111-2021_2021-09-29,6B_1111/2021, aa,,,,,, Bau
0a2e4e1f-e9d0-4880-90b3-3c6e5a4a93aa,1109276,CH_BGer_011_6B-275-2020_2020-03-12,6B_275/2020,,,  denys,,,,
30e51154-d0aa-489f-9a68-e1002887f225,1092503,CH_BGer_005_5D-25-2019_2019-02-15,5D_25/2019,,,,, Halter,,
09d32537-e98d-46a2-9a63-6ad15776b534,983825,CH_BGer_006_6B-13-2020_2020-01-29,6B_13/2020,,,  denys,,,,
13ad3657-9a8b-42af-8e3b-ecb0e83f74f8,1051443,CH_BGer_005_5A-369-2019_2019-05-28,5A_369/2019,,,,,,, Müller
14df8696-bb87-4fc0-a872-c36019d80530,1105645,CH_BGer_009_9C-3-2022_2022-03-17,9C_3/2022, aa, c b,,,,,
14df8696-bb87-4fc0-a872-c36019d80530,1105645,CH_BGer_009_9C-3-2022_2022-03-17,9C_3/2022, aa, c b,,,,,
14df8696-bb87-4fc0-a872-c36019d80530,1105645,CH_BGer_009_9C-3-2022_2022-03-17,9C_3/2022, aa, c b,,,,,
27265b28-a3f5-449b-96f0-05cd93d480f5,1046307,CH_BGer_011_6B-273-2019_2019-10-09,6B_273/2019,,,  denys,,,,
27265b28-a3f5-449b-96f0-05cd93d480f5,1046307,CH_BGer_011_6B-273-2019_2019-10-09,6B_273/2019,,,  denys,,,,
0a2e4e1f-e9d0-4880-90b3-3c6e5a4a93aa,1109276,CH_BGer_011_6B-275-2020_2020-03-12,6B_275/2020,,,  denys,,,,
13ad3657-9a8b-42af-8e3b-ecb0e83f74f8,1051443,CH_BGer_005_5A-369-2019_2019-05-28,5A_369/2019,,,,,,, Müller
27265b28-a3f5-449b-96f0-05cd93d480f5,1046307,CH_BGer_011_6B-273-2019_2019-10-09,6B_273/2019,,,  denys,,,,
27265b28-a3f5-449b-96f0-05cd93d480f5,1046307,CH_BGer_011_6B-273-2019_2019-10-09,6B_273/2019,,,  denys,,,,
23f146a4-0bea-45fd-a282-9603664968cc,971852,CH_BGer_002_2C-575-2021_2021-07-19,2C_575/2021,,,,, Zürich,,
0a2e4e1f-e9d0-4880-90b3-3c6e5a4a93aa,1109276,CH_BGer_011_6B-275-2020_2020-03-12,6B_275/2020,,,  denys,,,,
07302410-0563-404f-9eda-f77ff443d517,1034013,CH_BGer_011_6B-1099-2018_2019-01-29,6B_1099/2018,,,  denys,,,,
623b9f38-34b8-42b3-b504-aa7e7361400f,1022415,CH_BGer_006_6B-1476-2020_2021-10-28,6B_1476/2020,,,,, Kläger,,
09d32537-e98d-46a2-9a63-6ad15776b534,983825,CH_BGer_006_6B-13-2020_2020-01-29,6B_13/2020,,,  denys,,,,
35467a64-1cb8-403d-bb73-233a83760e43,1090982,CH_BGer_001_1B-519-2020_2020-10-28,1B_519/2020,,,  Junge,,,,
8c2b8b63-e50c-4dac-a7ae-b57802541db6,1108324,CH_BGer_004_4A-581-2020_2021-03-26,4A_581/2020, aa,,,,,,
07302410-0563-404f-9eda-f77ff443d517,1034013,CH_BGer_011_6B-1099-2018_2019-01-29,6B_1099/2018,,,  denys,,,,
13ebbb38-672e-4551-9fce-746075f7baf2,956154,CH_BGer_006_6B-1259-2019_2020-04-16,6B_1259/2019,,,  denys,,,,
09d32537-e98d-46a2-9a63-6ad15776b534,983825,CH_BGer_006_6B-13-2020_2020-01-29,6B_13/2020,,,  denys,,,,
63bde401-cee4-4a46-84dc-c030d39a09e6,1047140,CH_BGer_001_1B-498-2021_2021-10-06,1B_498/2021,,,,, Halter,,
0778f79c-dd2d-418d-a8e9-02870bc6970e,1109609,CH_BGer_009_9C-566-2020_2021-06-16,9C_566/2020, aa,,,,,, A B
24fca530-9bad-4676-812b-5933873c45a5,1107362,CH_BGer_002_2C-572-2021_2021-07-27,2C_572/2021,, ax,,,,, A B
09d32537-e98d-46a2-9a63-6ad15776b534,983825,CH_BGer_006_6B-13-2020_2020-01-29,6B_13/2020,,,  denys,,,,
24fca530-9bad-4676-812b-5933873c45a5,1107362,CH_BGer_002_2C-572-2021_2021-07-27,2C_572/2021,, ax,,,,, A B
23ce8793-7853-4e6b-aad5-fea176a714f9,1024638,CH_BGer_006_6B-1444-2019_2020-03-04,6B_1444/2019,,,  denys,,,,
09d32537-e98d-46a2-9a63-6ad15776b534,983825,CH_BGer_006_6B-13-2020_2020-01-29,6B_13/2020,,,  denys,,,,
07302410-0563-404f-9eda-f77ff443d517,1034013,CH_BGer_011_6B-1099-2018_2019-01-29,6B_1099/2018,,,  denys,,,,
07302410-0563-404f-9eda-f77ff443d517,1034013,CH_BGer_011_6B-1099-2018_2019-01-29,6B_1099/2018,,,  denys,,,,
13ebbb38-672e-4551-9fce-746075f7baf2,956154,CH_BGer_006_6B-1259-2019_2020-04-16,6B_1259/2019,,,  denys,,,,
45391b33-cf94-4e32-9bbe-3fe9230cb410,1068657,CH_BGer_001_1C-481-2018_2020-05-20,1C_481/2018,,,,, Halter,,
6fa87ff7-64fb-4a7d-bbec-a91914ea6b9c,1038437,CH_BGer_002_2C-157-2019_2019-03-12,2C_157/2019,,,,, Bühler,,
0778f79c-dd2d-418d-a8e9-02870bc6970e,1109609,CH_BGer_009_9C-566-2020_2021-06-16,9C_566/2020, aa,,,,,, A B
23ce8793-7853-4e6b-aad5-fea176a714f9,1024638,CH_BGer_006_6B-1444-2019_2020-03-04,6B_1444/2019,,,  denys,,,,
35467a64-1cb8-403d-bb73-233a83760e43,1090982,CH_BGer_001_1B-519-2020_2020-10-28,1B_519/2020,,,  Junge,,,,
35467a64-1cb8-403d-bb73-233a83760e43,1090982,CH_BGer_001_1B-519-2020_2020-10-28,1B_519/2020,,,  Junge,,,,
51e09f85-abe0-4b60-87ad-26561c48b0e3,996004,CH_BGer_005_5D-118-2019_2019-06-04,5D_118/2019,,,,,,, Ivanov
23ce8793-7853-4e6b-aad5-fea176a714f9,1024638,CH_BGer_006_6B-1444-2019_2020-03-04,6B_1444/2019,,,  denys,,,,
23ce8793-7853-4e6b-aad5-fea176a714f9,1024638,CH_BGer_006_6B-1444-2019_2020-03-04,6B_1444/2019,,,  denys,,,,
34ac740d-2001-415b-b0e9-99639a8d7a01,957112,CH_BGer_011_6B-89-2020_2020-03-31,6B_89/2020,,,  denys,,,,
0778f79c-dd2d-418d-a8e9-02870bc6970e,1109609,CH_BGer_009_9C-566-2020_2021-06-16,9C_566/2020, aa,,,,,, A B
4f9a759f-98de-423a-9d8d-35cd8643f1c3,1084566,CH_BGer_009_9C-303-2021_2021-08-25,9C_303/2021,,,,, Halter,,
35467a64-1cb8-403d-bb73-233a83760e43,1090982,CH_BGer_001_1B-519-2020_2020-10-28,1B_519/2020,,,  Junge,,,,
13ebbb38-672e-4551-9fce-746075f7baf2,956154,CH_BGer_006_6B-1259-2019_2020-04-16,6B_1259/2019,,,  denys,,,,
13ebbb38-672e-4551-9fce-746075f7baf2,956154,CH_BGer_006_6B-1259-2019_2020-04-16,6B_1259/2019,,,  denys,,,,
09d32537-e98d-46a2-9a63-6ad15776b534,983825,CH_BGer_006_6B-13-2020_2020-01-29,6B_13/2020,,,  denys,,,,
24068acd-f19f-4bee-bf3c-7f00c81213c1,964744,CH_BGer_006_6B-1111-2021_2021-09-29,6B_1111/2021, aa,,,, M A,,
010aa7c4-b2bf-412f-8fc4-752101b053dc,978125,CH_BGer_004_4A-125-2022_2022-04-01,4A_125/2022, aa,,,,,,
010aa7c4-b2bf-412f-8fc4-752101b053dc,978125,CH_BGer_004_4A-125-2022_2022-04-01,4A_125/2022, aa,,,,,,
52f46973-7ed7-4118-8df2-de453aac4ac1,1045575,CH_BGer_011_6B-22-2020_2020-02-19,6B_22/2020,,,  denys,,,,
