page_id,file_id,file_name,file_number,legal_xlm_roberta-0b279,legal_xlm_roberta-0b561,legal_swiss_roberta-0b279,legal_swiss_roberta-0b561,bloomz-7b1,bloomz-1b1,legal_xlm_longformer-0b279,swiss_bert-0b110,mt0-13b,xlm_swiss_bert-0b110
0119a37f-cd77-4920-a21e-6d7392f32f33,992959,CH_BGer_006_6B-1301-2020_2021-01-12,6B_1301/2020,,,,,,,,,,
83a1487e-fffb-431f-9d37-276e9cb009c4,985176,CH_BGer_004_4A-132-2020_2020-09-08,4A_132/2020,,,,,,,,,,
0118e80d-57ec-4e26-b32f-c547c0cece15,990576,CH_BGer_006_6B-786-2020_2021-01-11,6B_786/2020,,,,,,,,,,
0118e80d-57ec-4e26-b32f-c547c0cece15,990576,CH_BGer_006_6B-786-2020_2021-01-11,6B_786/2020,,,,,,,,,,
0118e80d-57ec-4e26-b32f-c547c0cece15,990576,CH_BGer_006_6B-786-2020_2021-01-11,6B_786/2020,,,,,,,,,,
0118e80d-57ec-4e26-b32f-c547c0cece15,990576,CH_BGer_006_6B-786-2020_2021-01-11,6B_786/2020,,,,,,,,,,
0118e80d-57ec-4e26-b32f-c547c0cece15,990576,CH_BGer_006_6B-786-2020_2021-01-11,6B_786/2020,,,,,,,,,,
83bb7f72-5a58-447a-ab88-6ef3e78bf2ff,1112043,CH_BGer_006_6B-841-2020_2020-08-13,6B_841/2020,,,,,,,,,,
83c3e1e8-fea3-4e50-adf1-e7a83da7d10b,979816,CH_BGer_002_2C-180-2019_2019-03-11,2C_180/2019,,,,,,,,,,
83c69814-70f8-4f87-a615-d6879a52ed55,1052103,CH_BGer_009_9C-833-2019_2020-01-20,9C_833/2019,,,,,,,,,,
83c7ec6e-d608-4b3f-9217-d0c294914848,1048750,CH_BGer_005_5A-992-2021_2021-12-03,5A_992/2021,,,,,,,,,,
83d28c68-7e14-4a2c-8119-81f5a5914c50,1040281,CH_BGer_011_6B-208-2020_2020-03-09,6B_208/2020,,,,,,,,,,
0118e80d-57ec-4e26-b32f-c547c0cece15,990576,CH_BGer_006_6B-786-2020_2021-01-11,6B_786/2020,,,,,,,,,,
83e34acc-acd4-4582-ba0d-61d29e15e2aa,1109541,CH_BGer_006_6B-438-2020_2021-02-09,6B_438/2020,,,,,,,,,,
83e91dad-cf04-4657-ba3f-ba60304a8c85,1096843,CH_BGer_008_8C-24-2019_2019-02-01,8C_24/2019,,,,,,,,,,
0118e80d-57ec-4e26-b32f-c547c0cece15,990576,CH_BGer_006_6B-786-2020_2021-01-11,6B_786/2020,,,,,,,,,,
83fecc71-48a4-4544-a9f5-f8efe73990ec,985024,CH_BGer_004_4A-22-2021_2021-03-24,4A_22/2021,,,,,,,,,,
840ae8ba-e319-45f5-a600-3a8f6e9fa820,972204,CH_BGer_001_1F-19-2020_2020-09-03,1F_19/2020,,,,,,,,,,
839981cc-e559-4fc1-b051-27e01facd5a3,1111764,CH_BGer_009_9C-338-2020_2021-02-05,9C_338/2020,,,,,,,,,,
83909ba9-151d-4c46-95b8-1c619f21fa78,998298,CH_BGer_004_4A-484-2019_2020-04-29,4A_484/2019,,,,,,,,,,
0118e80d-57ec-4e26-b32f-c547c0cece15,990576,CH_BGer_006_6B-786-2020_2021-01-11,6B_786/2020,,,,,,,,,,
838815a8-2ff2-4747-93e0-bd4a7941ce44,1003613,CH_BGer_008_8C-622-2021_2021-12-21,8C_622/2021,,,,,,,,,,
82f5ec5a-4c26-4f85-844b-7bca927e851d,957976,CH_BGer_011_6B-1049-2020_2020-10-08,6B_1049/2020,,,,,,,,,,
830846a8-e1fe-4781-9da6-867c2bdebe36,1105918,CH_BGer_008_8C-347-2019_2020-08-17,8C_347/2019,,,,,,,,,,
0119a37f-cd77-4920-a21e-6d7392f32f33,992959,CH_BGer_006_6B-1301-2020_2021-01-12,6B_1301/2020,,,,,,,,,,
83108a55-2290-4451-9e53-a88eca47adf4,1099037,CH_BGer_005_5A-477-2019_2019-06-13,5A_477/2019,,,,,,,,,,
8316e10b-6a1c-4d64-a8ff-7c16f094f176,1095250,CH_BGer_001_1C-512-2019_2020-03-10,1C_512/2019,,,,,,,,,,
8317bda1-e524-4aa3-b248-71e2e0ef0198,1077101,CH_BGer_006_6B-1074-2021_2022-03-28,6B_1074/2021,,,,,,,,,,
83209e71-9af6-4ef0-9f36-98332be32f01,1018076,CH_BGer_006_6B-611-2020_2021-04-19,6B_611/2020,,,,,,,,,,
8326c5aa-2918-4534-8106-6ceefb30a1bd,1088641,CH_BGer_002_2C-839-2020_2020-10-14,2C_839/2020,,,,,,,,,,
832dd207-ffdf-4c5e-b875-2e8d50bfac36,974145,CH_BGer_006_6B-157-2020_2020-02-07,6B_157/2020,,,,,,,,,,
833b5d53-011f-4c41-8aa8-ba14d6b4c92f,1060121,CH_BGer_004_4A-154-2021_2021-04-13,4A_154/2021,,,,,,,,,,
833e90c0-f500-4de6-8522-30425aaf7646,1089563,CH_BGer_005_5D-78-2020_2020-05-07,5D_78/2020,,,,,,,,,,
834adc37-cbb3-46a4-b097-8faecbb5a600,1033014,CH_BGer_006_6B-1274-2021_2022-01-26,6B_1274/2021,,,,,,,,,,
83501f33-847f-481c-859b-ff3e518d0a75,1093174,CH_BGer_005_5A-625-2021_2021-09-14,5A_625/2021,,,,,,,,,,
0119a37f-cd77-4920-a21e-6d7392f32f33,992959,CH_BGer_006_6B-1301-2020_2021-01-12,6B_1301/2020,,,,,,,,,,
836a80df-d563-4fb8-b48f-3e3e47e75b54,1086159,CH_BGer_008_8C-563-2021_2021-09-23,8C_563/2021,,,,,,,,,,
0119a37f-cd77-4920-a21e-6d7392f32f33,992959,CH_BGer_006_6B-1301-2020_2021-01-12,6B_1301/2020,,,,,,,,,,
8378e252-ebb9-4268-bbcb-60bba4ecc25b,1048555,CH_BGer_005_5A-1027-2019_2020-01-31,5A_1027/2019,,,,,,,,,,
0118e80d-57ec-4e26-b32f-c547c0cece15,990576,CH_BGer_006_6B-786-2020_2021-01-11,6B_786/2020,,,,,,,,,,
841526b5-edbc-41a2-9d47-b8439c87935a,979914,CH_BGer_006_6B-1067-2021_2022-04-11,6B_1067/2021,,,,,,,,,,
8581fac3-db7d-4961-a82d-55765618c21f,1094079,CH_BGer_011_6F-42-2020_2020-12-02,6F_42/2020,,,,,,,,,,
00ffc15b-4878-434a-aef1-f56e3b724a19,992290,CH_BGer_011_6B-1090-2018_2019-01-17,6B_1090/2018,,,,,,,,,,
84ae3cd9-01b4-4367-8b5e-227f9c5fb4a3,1053354,CH_BGer_001_1C-208-2019_2019-10-02,1C_208/2019,,,,,,,,,,
84bf804b-6d91-4336-91c3-621c1a754613,991599,CH_BGer_005_5D-124-2020_2020-06-25,5D_124/2020,,,,,,,,,,
00ffc15b-4878-434a-aef1-f56e3b724a19,992290,CH_BGer_011_6B-1090-2018_2019-01-17,6B_1090/2018,,,,,,,,,,
00ffc15b-4878-434a-aef1-f56e3b724a19,992290,CH_BGer_011_6B-1090-2018_2019-01-17,6B_1090/2018,,,,,,,,,,
00ffc15b-4878-434a-aef1-f56e3b724a19,992290,CH_BGer_011_6B-1090-2018_2019-01-17,6B_1090/2018,,,,,,,,,,
00ffc15b-4878-434a-aef1-f56e3b724a19,992290,CH_BGer_011_6B-1090-2018_2019-01-17,6B_1090/2018,,,,,,,,,,
00ffc15b-4878-434a-aef1-f56e3b724a19,992290,CH_BGer_011_6B-1090-2018_2019-01-17,6B_1090/2018,,,,,,,,,,
8504ce61-ef3c-4174-8317-c15a0c68fc6c,1104479,CH_BGer_009_9C-333-2020_2021-02-23,9C_333/2020,,,,,,,,,,
00ffc15b-4878-434a-aef1-f56e3b724a19,992290,CH_BGer_011_6B-1090-2018_2019-01-17,6B_1090/2018,,,,,,,,,,
00ffc15b-4878-434a-aef1-f56e3b724a19,992290,CH_BGer_011_6B-1090-2018_2019-01-17,6B_1090/2018,,,,,,,,,,
00ffc15b-4878-434a-aef1-f56e3b724a19,992290,CH_BGer_011_6B-1090-2018_2019-01-17,6B_1090/2018,,,,,,,,,,
85232a6d-e3a2-46bb-a42d-604938cb570c,957913,CH_BGer_001_1B-11-2021_2021-01-14,1B_11/2021,,,,,,,,,,
85384203-3bdf-460d-8cf5-4102d01142af,986378,CH_BGer_008_8C-794-2019_2020-04-29,8C_794/2019,,,,,,,,,,
854a9c52-214a-482e-a261-8fd940a5e411,1009798,CH_BGer_009_9C-99-2020_2020-02-07,9C_99/2020,,,,,,,,,,
854f69cd-7bf2-4f28-b22f-ef6cf408870d,1101161,CH_BGer_005_5A-523-2019_2020-01-27,5A_523/2019,,,,,,,,,,
8554a992-3529-4818-9dbc-7b0821218cb8,1054017,CH_BGer_006_6B-1351-2020_2021-02-25,6B_1351/2020,,,,,,,,,,
855b5d3d-a39f-4507-9475-f54c549a9b37,990112,CH_BGer_001_1F-22-2019_2019-06-04,1F_22/2019,,,,,,,,,,
84ad47ba-b85e-40fe-a1db-495b2a22572e,1070653,CH_BGer_008_8C-546-2020_2021-01-25,8C_546/2020,,,,,,,,,,
84a220ef-40b4-45bb-b5a1-4aeeb7c09ba4,1086153,CH_BGer_005_5D-13-2022_2022-02-17,5D_13/2022,,,,,,,,,,
01104c22-9fa2-48e7-9148-71bc71c587fc,982134,CH_BGer_011_6B-828-2019_2019-11-05,6B_828/2019,,,,,,,,,,
01104c22-9fa2-48e7-9148-71bc71c587fc,982134,CH_BGer_011_6B-828-2019_2019-11-05,6B_828/2019,,,,,,,,,,
841e5e26-38ef-4b48-a311-1f5c0da9a3ec,1081858,CH_BGer_006_6B-129-2020_2020-05-18,6B_129/2020,,,,,,,,,,
01104c22-9fa2-48e7-9148-71bc71c587fc,982134,CH_BGer_011_6B-828-2019_2019-11-05,6B_828/2019,,,,,,,,,,
84306022-3064-44c5-b0a9-f17bd4bce13f,981165,CH_BGer_002_2C-899-2021_2021-11-24,2C_899/2021,,,,,,,,,,
01104c22-9fa2-48e7-9148-71bc71c587fc,982134,CH_BGer_011_6B-828-2019_2019-11-05,6B_828/2019,,,,,,,,,,
01104c22-9fa2-48e7-9148-71bc71c587fc,982134,CH_BGer_011_6B-828-2019_2019-11-05,6B_828/2019,,,,,,,,,,
844a1659-1784-41cf-af5d-6f087257cab6,1036593,CH_BGer_001_1C-169-2021_2021-05-06,1C_169/2021,,,,,,,,,,
844cef0b-bd76-4117-b142-150019967c02,989689,CH_BGer_006_6B-54-2022_2022-03-09,6B_54/2022,,,,,,,,,,
845c6bb3-500a-4603-87c0-96fdbd073352,1023196,CH_BGer_006_6B-53-2022_2022-03-17,6B_53/2022,,,,,,,,,,
845e1054-e2a7-44ce-8230-55cd1309b1c1,959050,CH_BGer_002_2C-753-2019_2020-02-13,2C_753/2019,,,,,,,,,,
846169ba-dad4-4bc1-a5e0-d0e4208f375a,981387,CH_BGer_008_8C-808-2018_2019-08-08,8C_808/2018,,,,,,,,,,
01104c22-9fa2-48e7-9148-71bc71c587fc,982134,CH_BGer_011_6B-828-2019_2019-11-05,6B_828/2019,,,,,,,,,,
846b8226-58f6-4753-aa68-955f35fb69a5,1018427,CH_BGer_005_5A-650-2021_2021-08-19,5A_650/2021,,,,,,,,,,
847468b0-ac01-46e3-8c21-3b6579ebd77f,1093478,CH_BGer_009_9C-549-2019_2020-05-14,9C_549/2019,,,,,,,,,,
847c9987-8938-4c87-8a2c-5254c26854ac,984094,CH_BGer_005_5A-51-2020_2020-01-23,5A_51/2020,,,,,,,,,,
01104c22-9fa2-48e7-9148-71bc71c587fc,982134,CH_BGer_011_6B-828-2019_2019-11-05,6B_828/2019,,,,,,,,,,
01104c22-9fa2-48e7-9148-71bc71c587fc,982134,CH_BGer_011_6B-828-2019_2019-11-05,6B_828/2019,,,,,,,,,,
01104c22-9fa2-48e7-9148-71bc71c587fc,982134,CH_BGer_011_6B-828-2019_2019-11-05,6B_828/2019,,,,,,,,,,
82f5529e-c9b6-4b78-8e24-74fe7d70c446,1104678,CH_BGer_001_1C-565-2018_2019-06-19,1C_565/2018,,,,,,,,,,
82eab20f-3f3c-4e12-aa87-4118e4b817d4,986447,CH_BGer_009_9C-701-2020_2021-09-06,9C_701/2020,,,,,,,,,,
0119a37f-cd77-4920-a21e-6d7392f32f33,992959,CH_BGer_006_6B-1301-2020_2021-01-12,6B_1301/2020,,,,,,,,,,
812faccb-dc8c-4763-a027-a76b50694ba4,965974,CH_BGer_001_1B-465-2021_2021-10-11,1B_465/2021,,,,,,,,,,
013b1e47-6f3b-4da5-86e7-f9d4298b4ec1,984906,CH_BGer_009_9C-634-2018_2019-01-14,9C_634/2018,,,,,,,,,,
013b1e47-6f3b-4da5-86e7-f9d4298b4ec1,984906,CH_BGer_009_9C-634-2018_2019-01-14,9C_634/2018,,,,,,,,,,
814890fd-59e4-4257-a59e-4c2a536a666b,1097859,CH_BGer_008_8C-745-2021_2021-11-16,8C_745/2021,,,,,,,,,,
013b1e47-6f3b-4da5-86e7-f9d4298b4ec1,984906,CH_BGer_009_9C-634-2018_2019-01-14,9C_634/2018,,,,,,,,,,
8150d27a-9a2c-41b0-b41d-804983ec0fd6,1104310,CH_BGer_005_5F-8-2020_2020-03-10,5F_8/2020,,,,,,,,,,
815ab54e-c233-4188-a2c7-b13719714e95,1008024,CH_BGer_001_1B-96-2019_2019-02-28,1B_96/2019,,,,,,,,,,
816103f8-37ee-47a5-9a0a-387ae7aef8b9,1087418,CH_BGer_001_1B-629-2020_2020-12-10,1B_629/2020,,,,,,,,,,
816bcf3f-2d17-4af7-9d21-96e3528a46a1,1042983,CH_BGer_002_2C-956-2021_2021-11-29,2C_956/2021,,,,,,,,,,
013b1e47-6f3b-4da5-86e7-f9d4298b4ec1,984906,CH_BGer_009_9C-634-2018_2019-01-14,9C_634/2018,,,,,,,,,,
8172771d-c6f6-457f-9fb7-dcb768f2f989,971107,CH_BGer_001_1B-315-2019_2019-09-24,1B_315/2019,,,,,,,,,,
013b1e47-6f3b-4da5-86e7-f9d4298b4ec1,984906,CH_BGer_009_9C-634-2018_2019-01-14,9C_634/2018,,,,,,,,,,
817f7488-ca09-4a12-80a1-483f1687a9f6,976146,CH_BGer_002_2C-313-2020_2020-05-25,2C_313/2020,,,,,,,,,,
81812984-6f24-4008-873f-f8ffda8f0792,1076454,CH_BGer_002_2C-864-2019_2020-08-17,2C_864/2019,,,,,,,,,,
818af754-42bb-4eb3-9cd0-78e9714510b1,1035890,CH_BGer_002_2C-477-2020_2020-07-17,2C_477/2020,,,,,,,,,,
013b1e47-6f3b-4da5-86e7-f9d4298b4ec1,984906,CH_BGer_009_9C-634-2018_2019-01-14,9C_634/2018,,,,,,,,,,
01298714-fab7-4ba4-bf30-646f8cec5e69,1095643,CH_BGer_006_6B-169-2020_2020-05-18,6B_169/2020,,,,,,,,,,
01298714-fab7-4ba4-bf30-646f8cec5e69,1095643,CH_BGer_006_6B-169-2020_2020-05-18,6B_169/2020,,,,,,,,,,
81348468-47aa-4093-a30a-049accd04b93,962139,CH_BGer_001_1B-561-2020_2020-10-30,1B_561/2020,,,,,,,,,,
812763b2-4785-416d-9e0c-b594e70058a2,1060665,CH_BGer_008_8C-613-2021_2022-01-10,8C_613/2021,,,,,,,,,,
0119a37f-cd77-4920-a21e-6d7392f32f33,992959,CH_BGer_006_6B-1301-2020_2021-01-12,6B_1301/2020,,,,,,,,,,
8121d2b8-c712-4beb-b595-c04981039161,1096824,CH_BGer_004_4A-489-2021_2021-10-11,4A_489/2021,,,,,,,,,,
80bac32c-e9cd-4bfe-96fd-dd4d4e18c283,1057953,CH_BGer_005_5A-335-2020_2020-05-11,5A_335/2020,,,,,,,,,,
80be924a-52b4-4473-9ca8-016afee2ce8b,1074556,CH_BGer_002_2C-56-2021_2021-01-19,2C_56/2021,,,,,,,,,,
80c2761c-05a1-4fca-b2d8-4e675c88848e,1006096,CH_BGer_002_2D-25-2019_2019-06-13,2D_25/2019,,,,,,,,,,
014a9ae6-47f0-421d-8d12-e8af8b11060d,1093546,CH_BGer_008_8C-370-2020_2020-10-15,8C_370/2020,,,,,,,,,,
80cb2447-fcc1-42ae-904b-61fbba708fd2,1058696,CH_BGer_001_1C-669-2019_2020-01-31,1C_669/2019,,,,,,,,,,
80d9fad6-d079-464d-9266-9077f9d558bf,1038173,CH_BGer_011_6B-797-2019_2019-09-10,6B_797/2019,,,,,,,,,,
80e61593-91fa-4e5c-9ccb-5186fe61a114,1001868,CH_BGer_004_4A-36-2020_2020-08-27,4A_36/2020,,,,,,,,,,
80e99c91-9238-4361-9a8d-a87310a3b6b9,986895,CH_BGer_002_2C-530-2020_2021-08-19,2C_530/2020,,,,,,,,,,
80f3a5b5-b86a-4dc1-a17d-e18e4715f07f,1067598,CH_BGer_005_5D-8-2021_2021-01-12,5D_8/2021,,,,,,,,,,
80f425c6-d118-4b4a-a35d-87e874982809,955914,CH_BGer_005_5A-257-2022_2022-04-20,5A_257/2022,,,,,,,,,,
80facf2e-084d-45b1-a6ea-b5b6ffa4bce5,1001656,CH_BGer_002_2D-31-2020_2020-12-10,2D_31/2020,,,,,,,,,,
80fde446-1450-4cae-80ca-f6af952618b9,1065752,CH_BGer_009_9C-844-2019_2020-01-29,9C_844/2019,,,,,,,,,,
810415ab-453f-4ad9-9e76-ff6b9fa6d38d,1095780,CH_BGer_008_8C-400-2021_2022-04-14,8C_400/2021,,,,,,,,,,
013b1e47-6f3b-4da5-86e7-f9d4298b4ec1,984906,CH_BGer_009_9C-634-2018_2019-01-14,9C_634/2018,,,,,,,,,,
013b1e47-6f3b-4da5-86e7-f9d4298b4ec1,984906,CH_BGer_009_9C-634-2018_2019-01-14,9C_634/2018,,,,,,,,,,
8118bf48-51ab-4f35-a2d7-308285bd4aee,967044,CH_BGer_001_1C-249-2022_2022-05-11,1C_249/2022,,,,,,,,,,
013b1e47-6f3b-4da5-86e7-f9d4298b4ec1,984906,CH_BGer_009_9C-634-2018_2019-01-14,9C_634/2018,,,,,,,,,,
01298714-fab7-4ba4-bf30-646f8cec5e69,1095643,CH_BGer_006_6B-169-2020_2020-05-18,6B_169/2020,,,,,,,,,,
8196f6a8-7f11-466a-b750-d1c6493d45ee,1067097,CH_BGer_002_2C-600-2021_2021-08-02,2C_600/2021,,,,,,,,,,
81a3e1f3-dcf5-4ecf-ae67-00e7392ef70c,951002,CH_BGer_005_5D-98-2018_2019-02-08,5D_98/2018,,,,,,,,,,
01298714-fab7-4ba4-bf30-646f8cec5e69,1095643,CH_BGer_006_6B-169-2020_2020-05-18,6B_169/2020,,,,,,,,,,
0121f2f5-7409-40a9-857c-258dc679c00f,1081273,CH_BGer_008_8C-83-2020_2020-09-02,8C_83/2020,,,,,,,,,,
8232ec5a-9aa7-41dc-85c5-cca485628a5b,1077622,CH_BGer_002_2D-12-2020_2021-02-18,2D_12/2020,,,,,,,,,,
0121f2f5-7409-40a9-857c-258dc679c00f,1081273,CH_BGer_008_8C-83-2020_2020-09-02,8C_83/2020,,,,,,,,,,
0121f2f5-7409-40a9-857c-258dc679c00f,1081273,CH_BGer_008_8C-83-2020_2020-09-02,8C_83/2020,,,,,,,,,,
0121f2f5-7409-40a9-857c-258dc679c00f,1081273,CH_BGer_008_8C-83-2020_2020-09-02,8C_83/2020,,,,,,,,,,
825d7a8a-8a6e-47ff-989c-5e98986859b3,1010640,CH_BGer_002_2C-113-2022_2022-02-02,2C_113/2022,,,,,,,,,,
8270ae82-b054-4f96-8edf-b72479a450a1,995228,CH_BGer_008_8C-514-2019_2019-10-16,8C_514/2019,,,,,,,,,,
827673e2-bdce-42a1-95ec-9462fa3bcab5,1066538,CH_BGer_006_6B-646-2020_2021-12-09,6B_646/2020,,,,,,,,,,
828ac2f4-b04e-46ce-91b3-6177d31f1af2,1083331,CH_BGer_005_5D-87-2020_2020-05-18,5D_87/2020,,,,,,,,,,
82914751-cc12-4ef7-9284-b5afccf72366,953366,CH_BGer_006_6B-1268-2021_2022-01-10,6B_1268/2021,,,,,,,,,,
0121f2f5-7409-40a9-857c-258dc679c00f,1081273,CH_BGer_008_8C-83-2020_2020-09-02,8C_83/2020,,,,,,,,,,
0121f2f5-7409-40a9-857c-258dc679c00f,1081273,CH_BGer_008_8C-83-2020_2020-09-02,8C_83/2020,,,,,,,,,,
0119a37f-cd77-4920-a21e-6d7392f32f33,992959,CH_BGer_006_6B-1301-2020_2021-01-12,6B_1301/2020,,,,,,,,,,
82a10e06-5c3c-4ede-b6aa-14a17df8119a,998931,CH_BGer_002_2C-241-2022_2022-03-29,2C_241/2022,,,,,,,,,,
0119a37f-cd77-4920-a21e-6d7392f32f33,992959,CH_BGer_006_6B-1301-2020_2021-01-12,6B_1301/2020,,,,,,,,,,
0119a37f-cd77-4920-a21e-6d7392f32f33,992959,CH_BGer_006_6B-1301-2020_2021-01-12,6B_1301/2020,,,,,,,,,,
82c3b2cc-6931-43d4-8593-41736eff9be0,1105755,CH_BGer_008_8C-149-2020_2020-04-01,8C_149/2020,,,,,,,,,,
822fe90c-9b21-436a-808a-71f6828fb5db,1016048,CH_BGer_004_4A-322-2019_2019-07-31,4A_322/2019,,,,,,,,,,
0121f2f5-7409-40a9-857c-258dc679c00f,1081273,CH_BGer_008_8C-83-2020_2020-09-02,8C_83/2020,,,,,,,,,,
821dbe8e-b06d-4429-9496-04d64413607f,956986,CH_BGer_002_2C-189-2020_2020-02-27,2C_189/2020,,,,,,,,,,
81db7817-0c70-4936-8756-855e9d4adc87,1072640,CH_BGer_006_6B-1429-2019_2020-02-05,6B_1429/2019,,,,,,,,,,
01298714-fab7-4ba4-bf30-646f8cec5e69,1095643,CH_BGer_006_6B-169-2020_2020-05-18,6B_169/2020,,,,,,,,,,
81b648ff-6678-497d-a38c-2fed4de0e442,977485,CH_BGer_005_5D-26-2022_2022-02-17,5D_26/2022,,,,,,,,,,
01298714-fab7-4ba4-bf30-646f8cec5e69,1095643,CH_BGer_006_6B-169-2020_2020-05-18,6B_169/2020,,,,,,,,,,
81c464df-89e8-4314-a739-984a0bc8a530,982030,CH_BGer_008_8C-420-2021_2021-10-06,8C_420/2021,,,,,,,,,,
01298714-fab7-4ba4-bf30-646f8cec5e69,1095643,CH_BGer_006_6B-169-2020_2020-05-18,6B_169/2020,,,,,,,,,,
81cebd84-3eb8-4591-a9f3-4c8c0c4afda2,1023928,CH_BGer_001_1B-230-2020_2020-05-19,1B_230/2020,,,,,,,,,,
01298714-fab7-4ba4-bf30-646f8cec5e69,1095643,CH_BGer_006_6B-169-2020_2020-05-18,6B_169/2020,,,,,,,,,,
01298714-fab7-4ba4-bf30-646f8cec5e69,1095643,CH_BGer_006_6B-169-2020_2020-05-18,6B_169/2020,,,,,,,,,,
0121f2f5-7409-40a9-857c-258dc679c00f,1081273,CH_BGer_008_8C-83-2020_2020-09-02,8C_83/2020,,,,,,,,,,
81e97121-7406-4d87-b13f-5e29f3092cfb,1016811,CH_BGer_008_8C-642-2021_2021-09-28,8C_642/2021,,,,,,,,,,
81ecd0c4-41e6-4e81-8021-973ab5f7bac8,996477,CH_BGer_002_2C-570-2019_2019-07-16,2C_570/2019,,,,,,,,,,
0121f2f5-7409-40a9-857c-258dc679c00f,1081273,CH_BGer_008_8C-83-2020_2020-09-02,8C_83/2020,,,,,,,,,,
81f91a76-e05e-43fa-a5b1-4165ae4833cc,1010286,CH_BGer_001_1C-538-2020_2020-10-19,1C_538/2020,,,,,,,,,,
820c16cd-9ad0-4ebe-a6df-414533ff3e25,1109461,CH_BGer_011_6B-365-2019_2019-10-08,6B_365/2019,,,,,,,,,,
820d1348-d1ae-485f-ad50-12c9d9bbd46c,1043766,CH_BGer_001_1C-449-2018_2020-04-16,1C_449/2018,,,,,,,,,,
8215a9bc-3bf3-425a-ab62-f05f8c44b2de,1107338,CH_BGer_001_1C-456-2018_2019-07-25,1C_456/2018,,,,,,,,,,
855da9cb-259c-49eb-962c-fcc49c0bae8f,1110489,CH_BGer_002_2C-1044-2020_2021-08-03,2C_1044/2020,,,,,,,,,,
858ad3c7-2edd-43d4-be92-a09c2e5daee3,1064076,CH_BGer_006_6B-418-2020_2020-05-04,6B_418/2020,,,,,,,,,,
00b5f61e-5132-4ec1-8a7e-5b24c1cbbc40,1042287,CH_BGer_005_5A-395-2019_2019-12-16,5A_395/2019,,,,,,,,,,
88eb7efa-05f1-4f64-86c1-6dba596625cf,1044643,CH_BGer_002_2C-462-2019_2019-05-20,2C_462/2019,,,,,,,,,,
88fb87c0-1373-420b-a6a7-f461de621e5b,1050550,CH_BGer_002_2C-1013-2020_2021-03-11,2C_1013/2020,,,,,,,,,,
00c98762-fb8c-4a8b-a7cc-943803e90855,1090172,CH_BGer_001_1C-483-2018_2019-05-13,1C_483/2018,,,,,,,,,,
890eb23e-cd37-470e-a5bb-ef73ab9fd08b,955459,CH_BGer_005_5A-585-2020_2020-07-20,5A_585/2020,,,,,,,,,,
8915764b-c0f8-4405-bd81-8608a0099a02,989471,CH_BGer_005_5A-299-2019_2019-04-15,5A_299/2019,,,,,,,,,,
891adcb5-b57b-4cda-a144-1854dcba20ba,961754,CH_BGer_005_5A-555-2020_2020-07-10,5A_555/2020,,,,,,,,,,
891d4c1f-66db-4b8f-a7be-7c4bacaa5e61,961983,CH_BGer_001_1B-111-2022_2022-03-18,1B_111/2022,,,,,,,,,,
00c98762-fb8c-4a8b-a7cc-943803e90855,1090172,CH_BGer_001_1C-483-2018_2019-05-13,1C_483/2018,,,,,,,,,,
8927c955-c4cd-4adb-a340-597a61d2d0c3,995482,CH_BGer_006_6B-24-2021_2021-02-05,6B_24/2021,,,,,,,,,,
00c98762-fb8c-4a8b-a7cc-943803e90855,1090172,CH_BGer_001_1C-483-2018_2019-05-13,1C_483/2018,,,,,,,,,,
00bc96eb-494e-4200-b654-fab88f3be876,1079555,CH_BGer_008_8C-51-2020_2020-02-13,8C_51/2020,,,,,,,,,,
00bc96eb-494e-4200-b654-fab88f3be876,1079555,CH_BGer_008_8C-51-2020_2020-02-13,8C_51/2020,,,,,,,,,,
894dfa1e-9221-4d60-879a-62a6e16ed075,1114755,CH_BGer_001_1C-61-2022_2022-03-14,1C_61/2022,,,,,,,,,,
895208e3-fd52-46a5-8a81-3f44d3c890b9,1109810,CH_BGer_001_1C-224-2019_2019-05-28,1C_224/2019,,,,,,,,,,
895a97cc-1a49-4cc2-8e56-dfa065597db1,1049435,CH_BGer_008_8C-50-2019_2019-01-23,8C_50/2019,,,,,,,,,,
895c4a4e-aedc-483d-89eb-0ad0198f04c8,970753,CH_BGer_002_2C-16-2022_2022-01-13,2C_16/2022,,,,,,,,,,
8971f8d8-a06d-4864-9952-48774c51975c,1068457,CH_BGer_001_1B-56-2021_2021-10-05,1B_56/2021,,,,,,,,,,
8975edae-3f5a-486d-9027-479a9a313d15,976809,CH_BGer_008_8C-250-2020_2020-05-20,8C_250/2020,,,,,,,,,,
88f48645-d346-4516-8ad4-b7636e4f76f2,1079354,CH_BGer_002_2C-755-2019_2020-02-06,2C_755/2019,,,,,,,,,,
00c98762-fb8c-4a8b-a7cc-943803e90855,1090172,CH_BGer_001_1C-483-2018_2019-05-13,1C_483/2018,,,,,,,,,,
00bc96eb-494e-4200-b654-fab88f3be876,1079555,CH_BGer_008_8C-51-2020_2020-02-13,8C_51/2020,,,,,,,,,,
88e4cfc9-7a75-40c0-bc1f-2626fad17b24,1035559,CH_BGer_004_4A-546-2020_2021-02-01,4A_546/2020,,,,,,,,,,
8872a011-110e-454a-9364-96983d02caff,1035293,CH_BGer_011_6B-1324-2020_2020-12-08,6B_1324/2020,,,,,,,,,,
8874c9e3-4544-411b-af1b-4313c1702964,1007822,CH_BGer_002_2C-402-2021_2021-11-10,2C_402/2021,,,,,,,,,,
