page_id,file_id,file_name,file_number,swiss_bert-0b110,legal_swiss_roberta-0b561,legal_swiss_longformer-0b279,legal_xlm_longformer-0b279,xlm_swiss_bert-0b110,legal_xlm_roberta-0b561,mt0-13b
5700219c-feef-43a4-85e5-fba68481db3b,954502,CH_BGer_011_6B-389-2019_2019-10-28,6B_389/2019,,,,,,,
56fc9240-07b0-4bba-bfd3-840c09f9af33,1023547,CH_BGer_005_5A-897-2018_2019-02-04,5A_897/2018,,,,,,,
56e58b46-b5a9-473b-8913-26a595140e5c,987030,CH_BGer_008_8C-198-2019_2019-07-08,8C_198/2019,,,,,,,
56aaf228-0d66-43ce-aaa9-d830877ba6a7,1008454,CH_BGer_002_2C-833-2016_2019-02-20,2C_833/2016,,,,,,,
569f472e-a098-4cad-842c-8739f58e7d6b,1034774,CH_BGer_008_8C-507-2018_2019-03-26,8C_507/2018,,,,,,,
5688f6a3-b7a0-4527-88f6-66c89d2a5570,1003609,CH_BGer_011_6B-555-2019_2019-05-10,6B_555/2019,,,,,,,
5664b423-0e05-4d3c-98a1-0eb7362acfe1,1016549,CH_BGer_002_2C-2-2019_2019-02-11,2C_2/2019,,,,,,,
56548ca3-067c-49df-b3e0-b1f159d79f8c,1064723,CH_BGer_002_2C-106-2019_2019-08-12,2C_106/2019,,,,,,,
560486ac-7c45-4dba-9ad1-63cdb69d4e36,951245,CH_BGer_008_8C-45-2019_2019-04-01,8C_45/2019,,,,,,,
55e7e571-0202-4552-bb16-3adfbdda6b82,992029,CH_BGer_011_6B-675-2019_2019-07-17,6B_675/2019,,,,,,,
55dc4e26-d0b5-4f92-bd2f-9ba427808c6d,990852,CH_BGer_004_4A-497-2019_2019-10-30,4A_497/2019,,,,,,,
55cc04ad-0816-4072-8bbb-fe01f47e9f39,995694,CH_BGer_005_5A-433-2019_2019-09-26,5A_433/2019,,,,,,,
55c509ec-3d22-4a90-9bc5-f1a3e81b18c6,1070228,CH_BGer_009_9C-266-2019_2019-05-27,9C_266/2019,,,,,,,
55a8f381-1561-4d5e-a29f-396c9a106aaf,1046483,CH_BGer_004_4A-607-2018_2019-06-17,4A_607/2018,,,,,,,
558ca1e7-a8df-4de3-a651-7ad200082b22,1079404,CH_BGer_006_6B-1143-2019_2019-10-31,6B_1143/2019,,,,,,,
55601f52-59b5-481f-a982-10f7b4b085e1,1028213,CH_BGer_006_6B-1230-2019_2019-11-05,6B_1230/2019,,,,,,,
555658d1-98e5-4cd0-a8d7-166525d519f1,993006,CH_BGer_008_8C-541-2019_2019-12-23,8C_541/2019,,,,,,,
528254e3-3060-4702-9ba1-b06d9e617fd5,1077301,CH_BGer_008_8C-9-2019_2019-08-22,8C_9/2019,,,,,,,
5269d534-8683-449b-8cdb-650a3eeac0e1,954061,CH_BGer_008_8C-737-2018_2019-04-17,8C_737/2018,,,,,,,
52557488-a656-4a17-903a-0b6ac52677a1,977750,CH_BGer_002_2C-91-2019_2019-09-12,2C_91/2019,,,,,,,
52441230-3468-45d5-88b4-86eb177aade2,976417,CH_BGer_004_4A-25-2019_2019-04-15,4A_25/2019,,,,,,,
502bb895-1a9e-40f5-bd3e-9186bb38a9af,969145,CH_BGer_009_9C-56-2019_2019-07-10,9C_56/2019,,,,,,,
500c31c8-13b0-48a8-9fb0-3ef5893b5050,1060976,CH_BGer_005_5D-83-2019_2019-06-24,5D_83/2019,,,,,,,
50021939-bbef-4bba-959a-a168edbf83fe,957017,CH_BGer_001_1B-459-2019_2019-12-16,1B_459/2019,,,,,,,
4fd3d43d-6f26-445a-9cb0-4d79d2ad9613,1046319,CH_BGer_002_2C-345-2019_2019-07-08,2C_345/2019,,,,,,,
4fb2b62d-b993-402e-88de-6bd466439881,990630,CH_BGer_004_4A-216-2019_2019-08-29,4A_216/2019,,,,,,,
4f77eb8d-3cbf-4cd2-983c-41d9df125ff3,1045896,CH_BGer_006_6B-445-2019_2019-06-25,6B_445/2019,,,,,,,
4f70a3a9-7fd0-41e4-882d-61dcf872b338,1015480,CH_BGer_001_1B-216-2019_2019-10-24,1B_216/2019,,,,,,,
4f636310-3b64-4c6d-8d1e-4575305f688d,1039808,CH_BGer_004_4D-74-2019_2019-11-27,4D_74/2019,,,,,,,
4f36ebd7-a99a-4f82-a3f4-c581ef096691,1099528,CH_BGer_001_1B-4-2019_2019-05-10,1B_4/2019,,,,,,,
4f06ef7d-f02c-4d02-8bab-25b5311a0888,1032432,CH_BGer_006_6B-762-2019_2019-08-23,6B_762/2019,,,,,,,
4f016ad9-74b0-4e72-b612-8753d6a2d42a,1074254,CH_BGer_002_2C-907-2018_2019-04-02,2C_907/2018,,,,,,,
4ee0d25d-2db9-4020-9598-c573c4441453,1066999,CH_BGer_002_2C-953-2018_2019-01-23,2C_953/2018,,,,,,,
4ec76877-f5e8-4efc-afef-bee5215cb541,1003180,CH_BGer_001_1C-554-2018_2019-08-05,1C_554/2018,,,,,,,
4e709eed-7ce2-40fa-b07a-c83f66aaadb4,1089380,CH_BGer_006_6B-1254-2018_2019-09-17,6B_1254/2018,,,,,,,
4e69b2f6-c5a5-4e9d-a69f-29d6cece7888,1109891,CH_BGer_009_9C-813-2018_2019-02-13,9C_813/2018,,,,,,,
4e5c1312-fffc-4c94-ac89-28fb97a83102,1069707,CH_BGer_005_5A-855-2019_2019-12-12,5A_855/2019,,,,,,,
4e2fe252-05d0-4fc7-8805-7df15aa07c05,963474,CH_BGer_002_2C-461-2019_2019-08-08,2C_461/2019,,,,,,,
4de3852c-4c4b-4cfa-9f7f-cd6de42f2dd1,1031669,CH_BGer_008_8C-738-2019_2019-12-18,8C_738/2019,,,,,,,
4db55449-d41e-428e-a505-0db7ec35e9ef,1042283,CH_BGer_008_8C-607-2019_2019-11-08,8C_607/2019,,,,,,,
5064c838-af6e-4e79-8f37-84e27e53ad4d,1033252,CH_BGer_001_1C-677-2019_2019-12-31,1C_677/2019,,,,,,,
506b631e-3ae9-40f1-be1e-e617656c90eb,1112283,CH_BGer_008_8C-526-2019_2019-09-23,8C_526/2019,,,,,,,
5076147d-ad23-4b27-9e5e-8ed13222e59d,1077328,CH_BGer_002_2C-747-2019_2019-11-19,2C_747/2019,,,,,,,
519db0c2-5bdd-42e9-bcda-f8c19d434046,1000502,CH_BGer_002_2C-129-2019_2019-02-04,2C_129/2019,,,,,,,
521b8d95-dae6-44cb-a941-de020bef902b,993302,CH_BGer_006_6B-945-2019_2019-12-04,6B_945/2019,,,,,,,
52189cf3-f498-4c75-b952-4ef42b9ecdcd,1112993,CH_BGer_005_5A-437-2019_2019-06-04,5A_437/2019,,,,,,,
51f8940d-23d1-4dcd-8201-49ef56de8daf,1020618,CH_BGer_006_6B-1204-2019_2019-11-14,6B_1204/2019,,,,,,,
51ed7063-7804-4b1d-aba9-613e16d82126,1064495,CH_BGer_005_5A-187-2019_2019-04-24,5A_187/2019,,,,,,,
51e09f85-abe0-4b60-87ad-26561c48b0e3,996004,CH_BGer_005_5D-118-2019_2019-06-04,5D_118/2019,,,,,,,
51ce28b0-024b-47c9-8566-4e4043b8a662,956217,CH_BGer_001_1B-299-2019_2019-06-19,1B_299/2019,,,,,,,
51c1dd41-ea8d-4d24-8728-9cc3cac55d30,1070641,CH_BGer_006_6B-928-2018_2019-03-26,6B_928/2018,,,,,,,
51a1ce75-6e70-4785-a563-05d5c0c7695c,1077116,CH_BGer_004_4D-68-2019_2019-12-04,4D_68/2019,,,,,,,
518a666c-b757-43a0-bca7-3165e1d1e4ba,953601,CH_BGer_005_5A-307-2019_2019-05-03,5A_307/2019,,,,,,,
507a488b-8d93-4459-9082-81f2c74d4fcd,1101788,CH_BGer_005_5A-251-2019_2019-03-26,5A_251/2019,,,,,,,
5161924f-7491-4c50-bd26-b1dac500e777,995559,CH_BGer_005_5A-619-2019_2019-11-11,5A_619/2019,,,,,,,
514f1f16-c04a-48e0-b38b-a62c1ec187d6,1096848,CH_BGer_009_9C-582-2018_2019-01-07,9C_582/2018,,,,,,,
514b57ca-d16c-4ae7-9d06-3edb285f5574,1045729,CH_BGer_011_6B-1276-2018_2019-01-23,6B_1276/2018,,,,,,,
5131d3c2-3850-436a-bcaf-9593196bcf7c,1020543,CH_BGer_004_4A-500-2019_2019-12-02,4A_500/2019,,,,,,,
51252eda-340a-4035-8f9c-0e0630ae0d6e,1008485,CH_BGer_006_6B-1155-2019_2019-12-04,6B_1155/2019,,,,,,,
511129ea-f9e9-4b45-b76a-467b41b0bae4,1092530,CH_BGer_006_6B-894-2018_2019-10-23,6B_894/2018,,,,,,,
50ff99a9-ffea-45cb-bd85-692f3fcd503e,990141,CH_BGer_001_1C-525-2018_2019-08-05,1C_525/2018,,,,,,,
50dac488-b49c-493f-8acf-5b2464ebf6dd,1014292,CH_BGer_008_8C-417-2019_2019-10-29,8C_417/2019,,,,,,,
57328d04-c6ba-4f26-bf0b-792250f590d5,1046490,CH_BGer_001_1C-668-2019_2019-12-30,1C_668/2019,,,,,,,
578a7139-63c5-47ba-8974-181cf9f2a77b,1032947,CH_BGer_001_1B-374-2019_2019-10-16,1B_374/2019,,,,,,,
6345f36f-31ec-4274-bf21-9fb26bdb46ad,1073683,CH_BGer_008_8C-761-2018_2019-06-27,8C_761/2018,,,,,,,
60ae3094-0e2b-45dc-a5e8-3aa008978659,1016341,CH_BGer_005_5A-514-2018_2019-02-20,5A_514/2018,,,,,,,
6085b836-5f26-4761-99dc-d1e6a240a6d9,977625,CH_BGer_004_4A-320-2019_2019-07-18,4A_320/2019,,,,,,,
606ccd22-09a2-4078-820e-f14a17636a59,996263,CH_BGer_005_5D-80-2019_2019-04-10,5D_80/2019,,,,,,,
604cc7b2-3ecc-45a2-b6f0-e0fc625e430f,1082098,CH_BGer_005_5A-566-2019_2019-09-27,5A_566/2019,,,,,,,
5fc5c2c6-bb37-4d6c-b92d-05bc69ada546,1030437,CH_BGer_001_1B-98-2019_2019-04-25,1B_98/2019,,,,,,,
5faefc93-9a42-4f79-8079-9e747f2c038f,987929,CH_BGer_005_5A-812-2019_2019-10-17,5A_812/2019,,,,,,,
5f207545-4136-47fc-ab64-6fe1d4944618,1047287,CH_BGer_002_2C-635-2018_2019-01-24,2C_635/2018,,,,,,,
5f17c848-cfc7-4c53-8a16-ba25c32e6cd5,1080980,CH_BGer_006_6B-887-2019_2019-10-17,6B_887/2019,,,,,,,
5f0795b6-497c-4a62-bf92-895d4a73e231,1006177,CH_BGer_002_2C-539-2017_2019-02-07,2C_539/2017,,,,,,,
5efbbeb4-c26d-44ed-aeb9-fbfd83d1dc19,1108467,CH_BGer_002_2C-147-2019_2019-08-20,2C_147/2019,,,,,,,
5eddbc9f-7f7d-4efd-99a2-10275fbbc52f,1032620,CH_BGer_008_8C-337-2019_2019-09-13,8C_337/2019,,,,,,,
5ea158a3-522f-49a9-8f16-6677df4049c5,1087333,CH_BGer_001_1B-213-2019_2019-05-10,1B_213/2019,,,,,,,
5e7bef97-e4ad-4029-a801-d0b18cd1d685,1052631,CH_BGer_005_5A-948-2018_2019-05-03,5A_948/2018,,,,,,,
5e6cf188-9969-4cc4-836e-8634b48d82f4,1073501,CH_BGer_001_1F-14-2019_2019-05-10,1F_14/2019,,,,,,,
5e5f83cc-c97a-4372-bdc2-480ac22a132a,1106620,CH_BGer_005_5A-773-2018_2019-04-30,5A_773/2018,,,,,,,
5e5c8a3c-c5e0-4e2a-83ff-bd72d81b7316,1063701,CH_BGer_005_5A-692-2019_2019-09-26,5A_692/2019,,,,,,,
5de46182-3cba-433c-b22f-ead437dc20a0,1099455,CH_BGer_004_4A-188-2018_2019-04-01,4A_188/2018,,,,,,,
5dd91b43-ec8a-4845-b7fb-3f0a1400c421,963052,CH_BGer_001_1B-312-2019_2019-07-10,1B_312/2019,,,,,,,
5dbc96f8-e442-4799-b921-b8ed80d96bd2,959589,CH_BGer_008_8C-57-2016_2019-08-09,8C_57/2016,,,,,,,
5da4b691-09f8-4354-89d1-52b24602b6aa,1003040,CH_BGer_009_9C-724-2019_2019-12-04,9C_724/2019,,,,,,,
60939132-0231-451d-bac4-4d2470cac460,1099834,CH_BGer_001_1D-4-2018_2019-07-11,1D_4/2018,,,,,,,
60c97f21-4af2-4df9-a23c-0a4624aa3c63,1068275,CH_BGer_002_2C-707-2018_2019-09-16,2C_707/2018,,,,,,,
5790d346-0ae1-488f-aa8e-cc352dc7e14a,1054910,CH_BGer_008_8C-18-2019_2019-04-01,8C_18/2019,,,,,,,
60ea821a-363b-4e87-9179-ef607b78eeb4,1051833,CH_BGer_011_6B-1182-2019_2019-11-06,6B_1182/2019,,,,,,,
632e9e78-240c-4856-b0e8-bb2329c34c1d,1002237,CH_BGer_008_8C-437-2019_2019-07-20,8C_437/2019,,,,,,,
630cfe63-0914-4952-a7cb-388c9069af60,1035653,CH_BGer_009_9C-772-2018_2019-03-07,9C_772/2018,,,,,,,
62c36974-decb-449a-a3e0-fc0993055105,1051731,CH_BGer_001_1B-48-2019_2019-05-28,1B_48/2019,,,,,,,
62c2065d-72a4-4fdf-84b3-97e953e861db,1056721,CH_BGer_005_5D-174-2019_2019-09-11,5D_174/2019,,,,,,,
62b30e02-028e-486e-abe6-cd0fd0ea9a60,1003926,CH_BGer_004_4A-176-2019_2019-09-02,4A_176/2019,,,,,,,
62ada5b9-718c-4851-8096-5cf6f22c9b47,1053242,CH_BGer_008_8C-556-2019_2019-12-18,8C_556/2019,,,,,,,
62ab9c8a-6003-433c-92a4-4f7614b1a171,1053606,CH_BGer_008_8C-488-2019_2019-12-18,8C_488/2019,,,,,,,
6265ee48-d67a-4376-b631-e75d8c86837b,1052022,CH_BGer_004_4A-511-2019_2019-11-01,4A_511/2019,,,,,,,
6219ed34-e50d-42c7-b8af-1626c5f5f1f3,1056968,CH_BGer_002_2C-551-2018_2019-06-11,2C_551/2018,,,,,,,
61f64aa8-018f-42e8-8ce0-e3272c5b066a,987938,CH_BGer_001_1B-99-2019_2019-09-25,1B_99/2019,,,,,,,
61f102aa-2407-4cb2-a87d-a2b77f664b45,1027163,CH_BGer_002_2C-716-2019_2019-12-09,2C_716/2019,,,,,,,
61adfb3f-54a9-4c33-815d-15317688be46,1026758,CH_BGer_011_6B-692-2019_2019-06-28,6B_692/2019,,,,,,,
61649652-1419-4aa0-8ced-e8d52fd7d858,1037367,CH_BGer_002_2C-841-2019_2019-10-11,2C_841/2019,,,,,,,
6140bfca-80f1-43a1-9032-1dc9c7aa0a0b,1063290,CH_BGer_002_2C-969-2018_2019-10-30,2C_969/2018,,,,,,,
61378f43-297a-43e0-8adc-d44c89fce69a,1033042,CH_BGer_008_8C-619-2018_2019-03-07,8C_619/2018,,,,,,,
61316606-ca3e-4ff4-aa11-f4c3fb52da98,1097874,CH_BGer_006_6B-1389-2019_2019-12-05,6B_1389/2019,,,,,,,
61255b0e-3cf6-46eb-bd93-98db7752e242,1080237,CH_BGer_006_6B-740-2019_2019-07-08,6B_740/2019,,,,,,,
61174fa5-9cfa-466d-93e4-3bec4ef58289,1096137,CH_BGer_005_5A-49-2019_2019-05-06,5A_49/2019,,,,,,,
6105d252-935d-4cd1-ac4e-ed703832ff2a,1048844,CH_BGer_005_5D-202-2019_2019-12-12,5D_202/2019,,,,,,,
5d5d7ddb-86ea-4679-9c59-c0c9aa81bf3f,962709,CH_BGer_005_5A-102-2019_2019-12-12,5A_102/2019,,,,,,,
5d1a9186-d5d1-47e1-a15a-c27c6694fd3a,981584,CH_BGer_008_8C-37-2019_2019-02-04,8C_37/2019,,,,,,,
5d15cb9a-8051-4990-b77f-e56eb3988fd2,985652,CH_BGer_005_5A-124-2019_2019-02-19,5A_124/2019,,,,,,,
5d142aec-f938-477c-8b0e-2eeccc883af0,1102233,CH_BGer_001_1C-241-2018_2019-06-24,1C_241/2018,,,,,,,
5a67ad86-4d89-4064-bcdc-2bbef200cda9,1100940,CH_BGer_009_9C-309-2019_2019-11-07,9C_309/2019,,,,,,,
5a3f5901-348c-4823-bdfd-8b7346c8fc75,1110216,CH_BGer_005_5A-411-2018_2019-03-06,5A_411/2018,,,,,,,
5a3167a4-abb3-4d7d-b61c-c97e88ae5823,1053570,CH_BGer_001_1B-426-2019_2019-09-19,1B_426/2019,,,,,,,
5a26e9be-4b0f-4979-a199-a27c36a224a2,1094508,CH_BGer_006_6B-696-2019_2019-09-24,6B_696/2019,,,,,,,
59d97b82-eab8-4946-83fa-28bc70e498a8,1088609,CH_BGer_011_6B-442-2019_2019-08-26,6B_442/2019,,,,,,,
599a42ba-5de1-4f42-b493-cdf552432af2,1016867,CH_BGer_005_5A-597-2019_2019-09-03,5A_597/2019,,,,,,,
59846f53-e406-4f8e-95c8-449020945f34,1039770,CH_BGer_009_9C-534-2018_2019-02-15,9C_534/2018,,,,,,,
595b5249-e4fb-44fc-a128-5ee47d83aeab,1111281,CH_BGer_011_6B-1248-2019_2019-12-17,6B_1248/2019,,,,,,,
590a163b-d4c7-463b-ae33-2ac2b11e680b,969406,CH_BGer_008_8C-304-2019_2019-05-14,8C_304/2019,,,,,,,
59011631-5ab9-4451-aab8-49fadf305680,1050895,CH_BGer_005_5A-407-2019_2019-10-28,5A_407/2019,,,,,,,
58d007cf-3b43-4d17-b4eb-4bf77363fe02,974094,CH_BGer_005_5A-490-2018_2019-04-30,5A_490/2018,,,,,,,
588e619e-3553-4d62-b2c5-c17c080f9d7f,961625,CH_BGer_011_6B-985-2019_2019-10-03,6B_985/2019,,,,,,,
58837f5f-bc57-4bc7-8e30-dbdc23f17939,1047952,CH_BGer_001_1C-120-2019_2019-03-01,1C_120/2019,,,,,,,
583d8fa2-0b79-477d-a0e0-ede3f712f9e9,965064,CH_BGer_005_5A-156-2019_2019-03-11,5A_156/2019,,,,,,,
580a2f49-a5c4-4241-b96e-46d14a7572f4,960345,CH_BGer_002_2C-564-2017_2019-04-04,2C_564/2017,,,,,,,
57bdfcdf-6b91-4669-a064-16b49e04ad19,970240,CH_BGer_006_6B-167-2018_2019-03-05,6B_167/2018,,,,,,,
57bc07ab-9f4b-443b-97a1-0215a3d08efb,1065889,CH_BGer_002_2C-367-2019_2019-07-31,2C_367/2019,,,,,,,
57aa6a4c-e228-407d-a4ab-991bcc265f35,1074148,CH_BGer_011_6B-223-2019_2019-04-09,6B_223/2019,,,,,,,
57a19a59-ef5c-4398-b714-40844d9be067,1058649,CH_BGer_009_9C-604-2019_2019-11-13,9C_604/2019,,,,,,,
5a68c6b6-c50c-4c12-87b6-80f1774ef0ed,1032648,CH_BGer_001_1B-571-2018_2019-05-10,1B_571/2018,,,,,,,
5a97de26-d85c-4869-a03d-10a12e449c7d,1003639,CH_BGer_005_5A-949-2018_2019-02-04,5A_949/2018,,,,,,,
5aa2929f-6480-47a5-bda4-f5c41fa52b4b,963056,CH_BGer_002_2C-938-2018_2019-06-24,2C_938/2018,,,,,,,
5bc5b136-68c7-45ce-a9b7-a96309232c50,1107240,CH_BGer_006_6B-1028-2019_2019-12-19,6B_1028/2019,,,,,,,
5ccb78c5-9163-4ceb-a4b0-9bd507a9eaa0,954044,CH_BGer_001_1B-429-2019_2019-09-23,1B_429/2019,,,,,,,
5cb0da1e-345e-45b8-9639-600ad606ff7f,1008789,CH_BGer_009_9C-623-2019_2019-09-30,9C_623/2019,,,,,,,
5c965bbb-f36d-4b9d-9c0f-d62735435a80,996427,CH_BGer_011_6B-1318-2018_2019-01-31,6B_1318/2018,,,,,,,
5c6cc34f-c46c-449d-becf-fb7e36ce969c,966905,CH_BGer_009_9C-27-2018_2019-07-19,9C_27/2018,,,,,,,
5c2f311c-9ca7-48a5-97df-8beaa1e47754,996801,CH_BGer_009_9C-49-2019_2019-05-03,9C_49/2019,,,,,,,
5c1d8168-cff2-4b87-98e3-d34fa7ab28fd,1006536,CH_BGer_005_5D-149-2018_2019-05-07,5D_149/2018,,,,,,,
5c17cba7-7937-4b30-b232-7f19dfffdb8a,1044622,CH_BGer_004_4A-155-2019_2019-12-18,4A_155/2019,,,,,,,
5c02ca50-efde-4a0d-825c-2c90392050ef,1094995,CH_BGer_002_2C-876-2019_2019-10-21,2C_876/2019,,,,,,,
5bc0e231-8cd1-4b26-b9a9-88cbad53be13,1012329,CH_BGer_001_1B-309-2019_2019-07-03,1B_309/2019,,,,,,,
5ad3cd76-cecf-465d-8a64-ae49579c2b8e,978120,CH_BGer_008_8C-230-2019_2019-07-02,8C_230/2019,,,,,,,
5b6a039b-2ee0-4d06-9b6a-8d7b9a8bbadf,980443,CH_BGer_001_1B-161-2019_2019-04-02,1B_161/2019,,,,,,,
5b60b0b6-31cb-48f9-bb4f-717d8179d512,1060497,CH_BGer_008_8C-302-2019_2019-08-22,8C_302/2019,,,,,,,
5b3f9981-c82b-4d9b-93be-bfab86882ce6,1081035,CH_BGer_002_2C-582-2019_2019-07-08,2C_582/2019,,,,,,,
5b291354-5472-4cc6-9f4a-532e3f73a340,1062834,CH_BGer_001_1C-435-2019_2019-08-29,1C_435/2019,,,,,,,
5b17a9f4-9257-4bfa-900b-87babd684ad1,974704,CH_BGer_004_4D-45-2019_2019-09-27,4D_45/2019,,,,,,,
5af717af-e0dd-42db-8467-a1bb63b330ce,1068510,CH_BGer_006_6B-1110-2019_2019-12-18,6B_1110/2019,,,,,,,
5ae825a9-0d61-4752-9f38-801e6f2a3256,1055805,CH_BGer_011_6B-533-2019_2019-07-03,6B_533/2019,,,,,,,
5ad6028e-ee1e-4d21-bb84-f718d906b7fe,957464,CH_BGer_001_1C-42-2019_2019-02-05,1C_42/2019,,,,,,,
5d344a0b-d452-4957-8784-a0b6509445d0,1047723,CH_BGer_005_5A-914-2018_2019-12-18,5A_914/2018,,,,,,,
72abf98f-7fa1-49ae-bbda-5976fc3893ca,1052061,CH_BGer_001_1C-247-2019_2019-10-18,1C_247/2019,,,,,,,
6cfcfd2f-9818-45ba-80cd-33cdc045595e,1048698,CH_BGer_005_5A-497-2019_2019-12-10,5A_497/2019,,,,,,,
88c0e15f-8316-483a-b78c-87a7b457408c,955724,CH_BGer_011_6B-1007-2018_2019-11-14,6B_1007/2018,,,,,,,
89a77ce9-5a6e-4d2a-b0cf-432f88038bcc,1052911,CH_BGer_005_5A-99-2019_2019-02-08,5A_99/2019,,,,,,,
895a97cc-1a49-4cc2-8e56-dfa065597db1,1049435,CH_BGer_008_8C-50-2019_2019-01-23,8C_50/2019,,,,,,,
895208e3-fd52-46a5-8a81-3f44d3c890b9,1109810,CH_BGer_001_1C-224-2019_2019-05-28,1C_224/2019,,,,,,,
891edc99-beb0-4c7c-b87c-300b7983e3a9,1018264,CH_BGer_001_1C-8-2019_2019-05-20,1C_8/2019,,,,,,,
8915764b-c0f8-4405-bd81-8608a0099a02,989471,CH_BGer_005_5A-299-2019_2019-04-15,5A_299/2019,,,,,,,
890d290a-cbd7-4e84-8ca3-441df8b15c95,1018597,CH_BGer_009_9C-539-2018_2019-01-29,9C_539/2018,,,,,,,
88eb7efa-05f1-4f64-86c1-6dba596625cf,1044643,CH_BGer_002_2C-462-2019_2019-05-20,2C_462/2019,,,,,,,
88d2712a-489c-4b4c-a58b-7bb490fb3f67,1095409,CH_BGer_004_4A-360-2019_2019-10-01,4A_360/2019,,,,,,,
88c76aff-25c9-4d54-90b2-9cc8bcb0342c,1050898,CH_BGer_001_1C-190-2019_2019-04-02,1C_190/2019,,,,,,,
889a2e43-9176-4a9d-81bb-0aefab2cf68f,974527,CH_BGer_004_4A-190-2019_2019-10-08,4A_190/2019,,,,,,,
89ca313d-515f-4c08-b12e-7d15bb503d0e,1018458,CH_BGer_006_6B-993-2017_2019-08-20,6B_993/2017,,,,,,,
887985c1-340b-43e4-9fda-1cb736be505b,1056489,CH_BGer_001_1B-436-2019_2019-10-24,1B_436/2019,,,,,,,
8868e14a-e5d8-481e-9b0d-986835a9fb69,1030445,CH_BGer_005_5A-179-2018_2019-01-31,5A_179/2018,,,,,,,
884b918c-8840-4051-a613-3bc69c14ac72,982124,CH_BGer_005_5A-194-2019_2019-03-25,5A_194/2019,,,,,,,
8832b99d-4af0-4f18-98a5-5a9605a27be4,1031768,CH_BGer_001_1C-319-2019_2019-11-01,1C_319/2019,,,,,,,
88269032-fe5f-465c-bb84-5e67740c44fb,1093791,CH_BGer_009_9C-759-2018_2019-02-18,9C_759/2018,,,,,,,
87ea35f6-a08c-4fba-b684-35582691b710,1050614,CH_BGer_011_6B-538-2019_2019-12-10,6B_538/2019,,,,,,,
87bbf4c6-0166-4b7a-bfb9-e06c7cd82804,1106024,CH_BGer_005_5A-292-2019_2019-04-08,5A_292/2019,,,,,,,
87b50cc7-2f57-4dfc-91ee-6b7ca7f88f51,1036006,CH_BGer_001_1B-439-2019_2019-09-10,1B_439/2019,,,,,,,
879dbadb-46ea-4f3f-b1ee-dba8f52e6d75,1101948,CH_BGer_005_5D-24-2019_2019-02-15,5D_24/2019,,,,,,,
89b6a473-3c13-4a12-a6ff-dd5b3f37d5f7,1023391,CH_BGer_009_9C-514-2019_2019-12-06,9C_514/2019,,,,,,,
89f2920a-330c-42ce-ba5c-87e4873c2e87,979700,CH_BGer_001_1B-295-2019_2019-07-01,1B_295/2019,,,,,,,
80d9fad6-d079-464d-9266-9077f9d558bf,1038173,CH_BGer_011_6B-797-2019_2019-09-10,6B_797/2019,,,,,,,
8bcb81c6-56cd-4c43-ac5a-e4ea9aa68bc3,996852,CH_BGer_005_5A-620-2019_2019-08-15,5A_620/2019,,,,,,,
8d124c58-a167-4ab8-a785-1c806093f6e5,1034115,CH_BGer_002_2C-912-2019_2019-11-06,2C_912/2019,,,,,,,
8d0a0efa-148f-4114-8176-8216c080baa0,1080720,CH_BGer_008_8C-311-2019_2019-05-21,8C_311/2019,,,,,,,
8cefe9ac-3013-4ba7-bc2a-ef2e032d896d,972438,CH_BGer_005_5A-628-2019_2019-08-20,5A_628/2019,,,,,,,
8cd4928d-6530-4506-a26f-18ce12f8b0c2,981056,CH_BGer_008_8C-838-2018_2019-03-12,8C_838/2018,,,,,,,
8cb7e05a-f3a6-48ec-b5f2-bc6d324da4bd,978751,CH_BGer_002_2C-736-2019_2019-11-19,2C_736/2019,,,,,,,
8c9775a5-584b-40b9-8570-1757f9856e67,1102005,CH_BGer_006_6B-657-2019_2019-09-05,6B_657/2019,,,,,,,
8c8a71a1-10be-4cc6-ad4c-4ac3bf484b43,999226,CH_BGer_006_6B-877-2019_2019-11-05,6B_877/2019,,,,,,,
8c65fb2e-838f-4f9b-854b-84e86e52d945,1021394,CH_BGer_002_2C-944-2017_2019-06-17,2C_944/2017,,,,,,,
8c0d1648-320f-4010-9eb3-b6ebee1597de,965493,CH_BGer_005_5A-650-2019_2019-08-26,5A_650/2019,,,,,,,
8bb54a18-f752-4dca-8f23-d852f6da0277,964766,CH_BGer_011_6B-1236-2019_2019-11-22,6B_1236/2019,,,,,,,
8a0f11de-f72d-4ca1-82ba-46d93d3982c1,962621,CH_BGer_009_9C-261-2019_2019-04-23,9C_261/2019,,,,,,,
8bad675a-4eb0-4e09-a11b-c31d4da7f42a,1027541,CH_BGer_004_4A-649-2018_2019-01-10,4A_649/2018,,,,,,,
8b96fa8a-3ca6-446c-85bf-45bb1396cf71,1112578,CH_BGer_006_6B-891-2019_2019-10-21,6B_891/2019,,,,,,,
8b89ae97-a6d0-4647-b823-78e821d047d9,1028205,CH_BGer_008_8C-424-2018_2019-01-23,8C_424/2018,,,,,,,
8b8840bf-3378-431c-8923-ea31a5b718f7,1021618,CH_BGer_002_2D-54-2018_2019-02-01,2D_54/2018,,,,,,,
8b413e50-4328-4c77-babe-866915905c45,1055515,CH_BGer_001_1B-24-2019_2019-02-27,1B_24/2019,,,,,,,
8b21751b-ddfa-4219-a3de-3f6745c48b2f,1045998,CH_BGer_005_5A-509-2019_2019-06-26,5A_509/2019,,,,,,,
